sentence,label,dataset
价格合理物流快， 带上舒服，遮阳效果好,1,jd
"版型很不错,个人觉得做工和质量都还不错,便宜",1,jd
裤子码数很合适呢，颜色也是我想要的，正好春节穿不错哟  ,1,jd
质量很不错的一款，性价比超高哦，细节处理很到位呢，发货包装很结实，很满意总体满五分哦,1,jd
刀一般我感觉我上当了,0,jd
唉，一单订了他家盆、碗、碟、勺若干，质量都不错，就是这款6英寸的高脚碗错发成了4.5英寸的澳碗。厂家售后真心不错，联系后立刻补发，发错的4.5英寸澳碗也不用寄回，送给我了。让人哭笑不得的是补发来的6个碗竟碎掉了一个，粉碎！看了下包装，居然没加任何易碎品轻拿轻放字样！！看在店家送我6个澳碗的份上，也不好意思要求店家补发了，算了，就这样吧。,1,jd
有一个是坏的，不太好,0,jd
买了3天你就降价,0,jd
货发错了，结果给我讲人非圣贤孰能无过的大道理，我也只好人非坏人无奈差评。商品描述说要送杆头套也没有。,0,jd
东西收到了，包装很好，打开贴到宝贝房间里，真的很温馨，物流速度也很快，下次还会再购买的，赞一个！\n,1,jd
1、音皇（黑色禁药&times;.Axis.）&mdash;&mdash;七夕之夜，凌一权与女友甜蜜约会，白千严却孤单地在公园淋雨、病倒。昏迷中，名模赛斯特为他喂药的一幕无意中被凌一权碰到。让人误会的角度，使凌一权、白千严二人好不容易重建的小小幸福再度荡然无存&hellip;&hellip;\n　　2、天神右翼Ⅲ永恒（天籁纸鸢&times;天吟）&mdash;&mdash;少年米迦勒与路西法可歌可泣的攻防战！即使把自己贬落尘埃，也依然无法换来你的关注么？\n　　3、下一站，影帝（青罗扇子&times;墨狐）&mdash;&mdash;柴美叔与方子瑄、柳章的几番交手！搭上封景、云修的快班车，顾羽面临新的大机遇！精彩剧情，加页加料奉上！\n　　4、暗恋那件小事（蓝淋&times;喜喜果）&mdash;&mdash;胡北原积极争取上司周翰阳的好感，却屡战屡败！胡北原咬牙购买上司最爱的棒球赛门票，被拒绝，最后还得到了一句无情的答案&hellip;&hellip;1、音皇（黑色禁药&times;.Axis.）&mdash;&mdash;七夕之夜，凌一权与女友甜蜜约会，白千严却孤单地在公园淋雨、病倒。昏迷中，名模赛斯特为他喂药的一幕无意中被凌一权碰到。让人误会的角度，使凌一权、白千严二人好不容易重建的小小幸福再度荡然无存&hellip;&hellip;\n　　2、天神右翼Ⅲ永恒（天籁纸鸢&times;天吟）&mdash;&mdash;少年米迦勒与路西法可歌可泣的攻防战！即使把自己贬落尘埃，也依然无法换来你的关注么？\n　　3、下一站，影帝（青罗扇子&times;墨狐）&mdash;&mdash;柴美叔与方子瑄、柳章的几番交手！搭上封景、云修的快班车，顾羽面临新的大机遇！精彩剧情，加页加料奉上！\n　　4、暗恋那件小事（蓝淋&times;喜喜果）&mdash;&mdash;胡北原积极争取上司周翰阳的好感，却屡战屡败！胡北原咬牙购买上司最爱的棒球赛门票，被拒绝，最后还得到了一句无情的答案&hellip;&hellip;1、音皇（黑色禁药&times;.Axis.）&mdash;&mdash;七夕之夜，凌一权与女友甜蜜约会，白千严却孤单地在公园淋雨、病倒。昏迷中，名模赛斯特为他喂药的一幕无意中被凌一权碰到。让人误会的角度，使凌一权、白千严二人好不容易重建的小小幸福再度荡然无存&hellip;&hellip;\n　　2、天神右翼Ⅲ永恒（天籁纸鸢&times;天吟）&mdash;&mdash;少年米迦勒与路西法可歌可泣的攻防战！即使把自己贬落尘埃，也依然无法换来你的关注么？\n　　3、下一站，影帝（青罗扇子&times;墨狐）&mdash;&mdash;柴美叔与方子瑄、柳章的几番交手！搭上封景、云修的快班车，顾羽面临新的大机遇！精彩剧情，加页加料奉上！\n　　4、暗恋那件小事（蓝淋&times;喜喜果）&mdash;&mdash;胡北原积极争取上司周翰阳的好感，却屡战屡败！胡北原咬牙购买上司最爱的棒球赛门票，被拒绝，最后还得到了一句无情的答案&hellip;&hellip;1、音皇（黑色禁药&times;.Axis.）&mdash;&mdash;七夕之夜，凌一权与女友甜蜜约会，白千严却孤单地在公园淋雨、病倒。昏迷中，名模赛斯特为他喂药的一幕无意中被凌一权碰到。让人误会的角度，使凌一权、白千严二人好不容易重建的小小幸福再度荡然无存&hellip;&hellip;\n　　2、天神右翼Ⅲ永恒（天籁纸鸢&times;天吟）&mdash;&mdash;少年米迦勒与路西法可歌可泣的攻防战！即使把自己贬落尘埃，也依然无法换来你的关注么？\n　　3、下一站，影帝（青罗扇子&times;墨狐）&mdash;&mdash;柴美叔与方子瑄、柳章的几番交手！搭上封景、云修的快班车，顾羽面临新的大机遇！精彩剧情，加页加料奉上！\n　　4、暗恋那件小事（蓝淋&times;喜喜果）&mdash;&mdash;胡北原积极争取上司周翰阳的好感，却屡战屡败！胡北原咬牙购买上司最爱的棒球赛门票，被拒绝，最后还得到了一句无情的答案&hellip;&hellip;,1,jd
此书是名著，对启迪心灵有益处,1,jd
发货速度很慢，而且收到的竟然是本连包装都没有的旧书，再也不会在这里买书了！,0,jd
好东西  好好  但是头盔给人的感觉是很不安全（泡沫的）,1,jd
还没吃，希望有效果，快递很速度,1,jd
还没给宝宝用，不知道效果怎么样呢,1,jd
儿子穿着蛮好看的，儿子本命年，喜庆！,1,jd
*这么半天都不到账，神马玩意啊(⊙o⊙),0,jd
长篇小说《红旗谱诤《播火记》《烽烟图》是著名作家梁斌的红色经典三部曲。作品通过冀中平原朱、严两家三代农民和冯家两代地主近半个世纪的尖锐矛盾斗争，成功塑造了一大批栩栩如生的艺术形象；热情讴歌了中国人民在共产党的领导下，反抗压迫，争取自由幸福的伟大历程和艰苦卓绝、不屈不挠的精神风貌；史诗般地描绘了一幅中国农村革命运动的壮丽画卷。\n《播火记（共3册）》第一册讲述了： 严萍在万顺老店掌柜的帮助下，逃离了保定，来 到锁井镇，并与春兰结识。\n     珍儿娘死时，把女儿托付给贵他娘。李德才在冯 大奶奶的逼迫下，卖掉了亲生女儿珍儿。大贵为保护 珍儿，把李德才扔进黑水潭，冯老兰图谋报复。朱老 忠为避锋芒，劝珍儿暂时先去了冯家。\n     贾湘农接到县委的命令，在滹沱河两岸发动农民 ，准备开展武装暴动。与此同时，冯贵堂也为成立民 团，拉拢到了特务队长张福奎。\n     伤愈的张嘉庆接受了贾湘农分配的任务，前往白 洋淀，争取绿林好汉李霜泗。一番推心置腹的畅谈后 ，张嘉庆与李霜泗结为生死之交。李霜泗决心跟着共 产党闹革命。\n     李霜泗骂跑了前来游说的冯家护院老山头，并决 定进城刺杀仇人张福奎。李霜泗之女芝儿执意与父同 行。\n     进城的当晚，芝儿大闹戏楼，朝张福奎连开三枪 &hellip;&hellip; 《播火记（共3册）》第二册讲述了： 锁井镇人民的斗争情绪日益高涨。经贾湘农提议 ，朱老忠当了滹沱河的红军大队长。在武装暴动决策 会上，朱老忠结识了高蠡中心县委书记宋洛曙。\n     武装暴动在滹沱河沿岸如火如荼地准备着。为了 解决武器弹药问题，朱老忠等人智取大竹镇警察局。\n    冯家得知了农民准备暴动的消息，冯贵堂联络陈贯群 商议对策，冯老兰誓要顽抗到底。\n     锁井镇的武装运动轰轰烈烈地开始了。朱老忠宣 布成立河北红军游击队第四大队，他率领队伍攻打冯 家大院。经过一番激烈的战斗，朱老忠生擒了恶贯满 盈的冯老兰，冯贵堂侥幸逃脱。\n     红军将冯家的钱粮分发给老百姓，又烧了冯家霸 占土地的红契文书。不久，朱老忠率领红军告别了家 乡父老，开赴高蠡地区，准备开展游击战争。\n     《播火记（共3册）》第三册讲述了： 朱老忠率领游击队与贾湘农等其他几路红军会合 ，全军前往辛庄集中整训。\n     逃至县城的冯贵堂把农民暴动的消息告诉了王楷 第；陈贯群纠集重兵，准备&ldquo;围剿&rdquo;红军。同时，冯 贵堂还得到了一个惊人的消息：张福奎并没有死&hellip;&hellip; 春兰和严萍冒险来到辛庄，报告了敌人的动向， 贾湘农紧急部署。敌我双方在辛庄展开殊死较量，张 嘉庆、李霜泗等也赶来加入战斗。紧急时刻，贾湘农 击毙了冯老兰。由于力量悬殊等诸多原因，&ldquo;高蠡暴 动&rdquo;最终失败。红军伤亡巨大，无数革命者献出了宝 贵的生命。\n     贾湘农奔赴白洋淀。为保存革命的火种，临别之 时，朱老忠接受贾湘农的命令，率领队伍回到锁井镇 。此时，卷土重来的冯贵堂正在展开疯狂报复，朱老 星惨死在敌人的屠刀之下。朱老忠决定让大贵拉着游 击队上太行山，自己要与敌人展开更为艰苦的地下斗 争。,1,jd
还是第一次给京东差评。项链后面的扣拿到就是坏的。戴上后根本不会自动弹回去。可是因为一个项链头再换一次货，还不知道下一个什么样，真心没必要了。慎重购买吧。,0,jd
东西很不怎么样，爱粘锅！,0,jd
洗衣机挺好，只是提供上门安装服务的工程师素质真不怎样，一直推销底座，不买还不高兴，水管也不安装到位，打了客服电话才明白,0,jd
不好吃，麻辣的，太麻了。,0,jd
收到货1个小时都没有就成这样了，这就是所说的质量，正品，这*我丢的起，也不会退货，多的也不想，大家看清楚在买就行了。,0,jd
比较划算，乳液不太好吸收，三生花的水用着不错，睡眠面膜涂上后有点困,1,jd
网购以来最差的一次商品。儿子拿到手非常失望，比在学校门口买的*元一个还不如。并且玩一次线就断了，然后掉到地上就摔坏了。不会再到这里来了，希望京东少卖点这些*人的玩具，作为卖家多点良心。,0,jd
还不错吧 看看还可以,1,jd
太稀烂了，物流慢也就算了，上衣和裤子颜色都不一样，发货的没长脑子啊?,0,jd
8月18号下的单，到现在都没有收到货！一查还显示已签收！？我无语了！！,0,jd
质量不行，已退货了。,0,jd
漏发货，太差劲了！,0,jd
快递太慢，一个快递用了一个星期，为什么要用韵达快递，快递中的龟速极品。,0,jd
第二天就开胶了。。。。。,0,jd
质量非常好！很值得购买~,1,jd
买了一直没用，外表感觉不错，价格也可以\n\n\n,0,jd
买了N多的东西，居然还要运费！,0,jd
是黑珍珠的，没有瑕疵，女朋友很喜欢！,1,jd
一次不太愉快的购买.\n手串少了六粒弟子珠，和客服联系过， 说是补发，\n都过了十几天了，现在只能放在那里了,0,jd
